IndicatorCode,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,ORALHEALTH_DENOMINATOR_CHEPPP,ORALHEALTH_DENOMINATOR_TTLPOP,ORALHEALTH_DENTALHEALTHCARE_EXP_PERCAP,ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,ORALHEALTH_HWF_DENTALPROSTHETICTECH_10K,ORALHEALTH_UHC_GOVSCHEME,PRISON_B9_1_DENTISTS_RATIO
MYS,0.83,0.82,0.83,0.83,0.86,0.86,0.86,0.87,0.96,0.85,0.93,0.95,0.95,0.98,1.01,1.07,1.11,1.17,1.32,1.27,1.33,1.46,1.54,1.74,1.92,2.04,2.26,2.66,2.95,3.23,3.42,3.67,3.87,4.06,,,,,,,,,,,,,,,,,,,,,,,,798.0,957.0,1041.0,1130.0,1220.0,1288.0,1401.0,1471.0,1501.0,1562.0,1606.0,1712.0,1750.0,1800.0,1865.0,2104.0,1909.0,2144.0,2225.0,2297.0,2418.0,2550.0,2751.0,2940.0,3165.0,3640.0,3567.0,3810.0,4253.0,4558.0,5235.0,5888.0,6384.0,7186.0,8598.0,9699.0,10801.0,11597.0,12574.0,13436.0,14255.0,734.0,848.0,1762.0,1833.0,1882.0,1932.0,2016.0,1926.0,1968.0,1987.0,2031.0,2074.0,2203.0,2293.0,2438.0,2599.0,2723.0,2888.0,3436.0,3416.0,3779.0,4101.0,4426.0,4600.0,4951.0,5257.0,5267.0,5436.0,5807.0,6562.0,6735.0,6789.0,7028.0,7022.0,7186.0,6850.0,7014.0,7189.0,7405.0,7488.0,7618.0,222.0,260.0,281.0,291.0,305.0,324.0,337.0,342.0,338.0,340.0,357.0,363.0,380.0,424.0,442.0,482.0,582.0,357.0,555.0,625.0,657.0,655.0,646.0,684.0,1476.0,737.0,749.0,1559.0,1712.0,1765.0,1823.0,1882.0,1855.0,1917.0,922.0,960.0,1002.0,1024.0,1119.0,1062.0,1133.0,33199.993,6.91423,226.79362,0.5687,100.0,
NAM,,,,,,,,,,,,,,,0.42,,,0.45,,,,,,,0.29,,,,0.34,0.44,0.51,0.57,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,90.0,,,,,,,68.0,,,,87.0,117.0,138.0,161.0,224.0,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,41.0,43.0,43.0,48.0,158.0,59.0,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,137.0,,,,58.0,867.4,2489.098,1.13373,2.78785,0.14832,90.0,
NER,,,,,,,,,,,,,,,0.01,,,,0.01,0.01,,,,0.02,0.01,0.02,0.01,,0.01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,16.0,17.0,,,,30.0,21.0,30.0,18.0,,30.0,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,72.48,24333.639,0.0007,0.01642,,,
NGA,,,,,,,,,,,,,,0.18,,0.15,0.15,0.17,0.16,0.15,0.17,0.17,0.18,0.22,0.19,0.2,0.2,0.21,0.21,0.22,0.22,0.22,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2482.0,,2113.0,2241.0,2571.0,2571.0,2464.0,2756.0,2891.0,3129.0,3930.0,3521.0,3772.0,3982.0,4183.0,4358.0,4609.0,4722.0,4892.0,5048.0,,,,,,,,,,,,,,,,,,,,,,,,,,1012.0,705.0,,3361.0,,6290.0,,,,,,1823.0,6165.0,,11781.0,,,,,,,,,,,,,,,,,,,,,,,,,,505.0,505.0,,,,730.0,,,,,,6165.0,,,2498.0,,,162.3,208327.405,0.68396,137.45178,0.30677,4.0,
NIC,,,,,,,,,,,,,,0.47,,0.46,0.45,0.44,0.48,0.47,0.45,0.45,0.45,0.44,0.43,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,,246.0,244.0,244.0,266.0,265.0,258.0,263.0,264.0,263.0,260.0,,,,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.5,6755.895,4.80982,31.39849,,75.0,
NIU,,,,,,,8.7,,,,,,,10.53,10.53,,16.67,,11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,2.0,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,959.3,1.942,,,,,
NLD,5.26,4.87,4.72,4.72,4.73,4.08,4.68,4.47,4.53,3.85,3.9,3.93,3.96,4.01,4.03,4.07,4.27,4.44,4.46,4.59,4.68,4.88,4.9,4.9,4.94,5.1,5.06,5.45,5.5,5.59,5.64,5.74,5.67,,,,,,,,,,,,,,,,,,,,,,5688.0,5970.0,6271.0,6586.0,6865.0,7118.0,7405.0,7585.0,7882.0,7803.0,7900.0,7377.0,7210.0,7258.0,7328.0,6344.0,7319.0,7030.0,7162.0,6130.0,6255.0,6365.0,6450.0,6555.0,6615.0,6705.0,7045.0,7335.0,7395.0,7650.0,7840.0,8225.0,8290.0,8315.0,8410.0,8730.0,8705.0,9435.0,9577.0,9801.0,9945.0,10170.0,10148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4585.0,,,,,6248.0,17434.557,213.48151,3678.49997,2.68174,100.0,1.05
NOR,8.21,8.16,8.21,8.15,8.16,8.18,8.28,8.38,8.22,8.15,8.03,8.04,8.09,8.13,8.05,8.43,8.81,8.72,8.79,8.68,8.78,8.84,8.65,8.73,8.66,8.82,8.92,8.98,8.74,9.06,9.12,9.28,8.78,8.79,,,,,,,,,,,,,,,,,,,,,,,,,,3414.0,3413.0,3575.0,3494.0,3494.0,3484.0,3479.0,3519.0,3515.0,3540.0,3566.0,3627.0,3692.0,3642.0,3635.0,3608.0,3628.0,3672.0,3711.0,3694.0,3899.0,4106.0,4106.0,4191.0,4192.0,4293.0,4380.0,4340.0,4434.0,4450.0,4578.0,4670.0,4740.0,4642.0,4845.0,4903.0,5020.0,4792.0,4850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071.0,,,,,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.0,,,,,,7217.0,5379.839,404.99352,2169.14531,0.81988,100.0,
NPL,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,2.17,0.97,1.13,1.27,1.39,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.0,,,,,,,,,,,,,6079.0,2718.0,3200.0,3663.0,4081.0,,4883.0,,,,,,,,,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,,2025.0,2201.0,2201.0,2446.0,,3004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,13.0,13.0,13.0,,,177.0,29348.627,3.13266,89.13988,0.02447,12.0,
NRU,,,,,,,,,,,,,,,0.99,,,,1.0,1.0,,0.99,,,,1.82,,,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,5.0,,,,,,,,1.0,,,,,1390.0,12.315,14.79925,0.1593,0.92902,,
NZL,3.61,3.63,3.64,3.66,3.62,3.66,3.66,3.9,3.93,4.06,4.12,4.11,3.93,3.93,3.85,3.96,4.09,4.44,4.49,4.49,5.88,5.98,6.04,6.15,6.16,6.12,6.11,6.1,6.13,6.22,4.86,5.07,5.09,,,,,,,,,,,,,,,,,,,,,,1145.0,,,1142.0,1148.0,1176.0,1204.0,1219.0,1233.0,1215.0,1226.0,1262.0,1287.0,1306.0,1312.0,1346.0,1364.0,1473.0,1496.0,1558.0,1591.0,1601.0,1552.0,1582.0,1571.0,1638.0,1709.0,1877.0,1915.0,1932.0,2556.0,2619.0,2663.0,2741.0,2787.0,2824.0,2879.0,2936.0,3004.0,3103.0,2466.0,2590.0,2611.0,,,,,,,,,,,,,,,,,,,,774.0,,,,,,,,,,,,,,,,,811.0,,,,,,,,,,,,,,,,,,,,,,,381.0,,,,,,,,,,,,,,,,,352.0,,,,,,4439.0,5061.133,106.27084,535.28624,0.73593,,
OMN,0.48,,,,,0.67,,0.38,0.42,0.47,1.15,,,,1.73,1.82,1.97,2.04,2.12,2.32,2.37,2.36,2.27,2.29,2.57,2.75,2.81,2.98,3.13,3.25,3.3,3.61,3.59,,,,,,,,,,,,,,,,,6.0,,,,,23.0,,,,,53.0,,,,,84.0,,,,,143.0,,84.0,93.0,106.0,262.0,,,,416.0,448.0,496.0,524.0,557.0,623.0,654.0,726.0,805.0,877.0,1030.0,1149.0,1234.0,1350.0,1437.0,1494.0,1491.0,1623.0,1696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.0,312.0,311.0,313.0,313.0,320.0,327.0,291.0,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161.0,4543.399,30.81693,132.69769,,99.0,
PAK,,,0.18,0.19,0.2,0.2,0.21,0.22,0.24,0.25,0.27,0.29,,,0.38,,,,0.48,0.51,0.53,0.57,0.61,0.65,0.71,0.77,0.83,0.92,0.9,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2278.0,2401.0,2589.0,2751.0,2938.0,3159.0,3444.0,3687.0,4175.0,4622.0,,,6452.0,,,,9013.0,9822.0,10508.0,11649.0,12692.0,13716.0,15106.0,16652.0,18333.0,20463.0,20463.0,26686.0,,,,,,,,,,,,,,,,,,,,,,,,,,550.0,,,,,,,,,,,3994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.0,,,,,,,,,,,,,,,,,,,,165.6,227196.741,0.23903,48.9354,,,
PAN,2.06,2.12,2.23,2.2,2.35,2.49,2.64,2.62,2.72,2.7,,2.49,2.87,2.72,2.84,2.83,2.82,2.75,2.83,2.9,3.01,3.02,3.28,2.71,,3.0,2.78,3.04,2.96,3.03,2.8,2.88,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.0,531.0,571.0,574.0,626.0,677.0,734.0,744.0,788.0,796.0,,765.0,897.0,868.0,923.0,938.0,953.0,944.0,990.0,1032.0,1091.0,1114.0,1232.0,1037.0,,1186.0,1118.0,1246.0,1232.0,1284.0,1203.0,1252.0,1232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.0,694.0,744.0,703.0,742.0,716.0,737.0,679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2491.0,4294.396,32.09665,135.41575,,95.0,
PER,,,,,,,,,,1.07,,,,,,,,,,1.24,,,1.51,,,,1.85,,1.93,1.96,2.02,2.18,2.11,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2809.0,,,,,,,,,,3570.0,,,4471.0,,,,5719.0,,6151.0,6356.0,6634.0,7217.0,7070.0,7280.0,,,,,,,,,,,,,,,,,,,,,,,,,6650.0,,,,,,,,,,,,145.0,154.0,293.0,285.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,57.0,81.0,55.0,55.0,711.6,33304.756,8.24122,267.80661,,62.0,
PHL,,,,,,,,,,,1.08,,5.2,,5.31,,,,0.2,,2.25,2.27,2.24,2.24,2.25,2.26,2.3,2.36,2.44,2.51,2.53,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8564.0,,43220.0,,45903.0,,,,1891.0,,21695.0,22266.0,22420.0,22827.0,23302.0,23806.0,24506.0,25464.0,26685.0,27839.0,28375.0,28378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.0,,,,,379.2,112190.977,0.15202,16.46517,0.06308,92.0,
PLW,,,,,,,,,12.97,,,,,,,,,2.59,,,,,,,,,,,2.25,2.25,3.37,3.93,5.62,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,5.0,,,,,,,,,,,4.0,4.0,6.0,7.0,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,2902.0,17.972,25.38526,0.45696,1.66657,,
PNG,,,,,,,,,,,0.16,,,,,,,,,0.16,,,,,,,,,0.15,0.07,,0.05,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,121.0,,,,,,,,,142.0,62.0,,49.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,,140.0,,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,104.6,9749.64,4.16761,35.84564,0.01709,99.0,
POL,4.78,4.6,4.35,4.43,4.56,4.64,4.66,4.6,4.52,3.46,3.07,2.65,2.82,2.9,3.7,3.21,3.3,3.51,3.43,3.2,3.29,3.41,3.27,3.22,3.42,3.29,3.48,3.49,3.38,8.8,8.85,9.17,9.09,10.73,,,,,,,,,,,,,,,,,,,,,16834.0,16958.0,17140.0,17296.0,17326.0,17440.0,17391.0,17679.0,17984.0,17952.0,18205.0,17544.0,16615.0,16951.0,17490.0,17805.0,17869.0,17624.0,17323.0,13260.0,11758.0,10124.0,10775.0,11094.0,14139.0,12248.0,12564.0,13352.0,13038.0,12169.0,12549.0,13033.0,12491.0,12322.0,13088.0,12603.0,13308.0,13331.0,12927.0,33648.0,33772.0,34874.0,34899.0,41599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2207.0,38428.366,44.83274,1702.43377,,95.0,
PRK,,,,,,,,,,,,,,1.64,,,,,1.74,,,,1.83,,,,,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3955.0,,,,,4314.0,,,,4615.0,,,,,5595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4360.0,,,,,,,,,,,,,,,,,,,,,,25867.467,3.50432,89.53175,,,
PRT,1.69,1.7,1.78,2.07,2.31,2.52,2.76,2.99,3.34,3.76,4.33,4.69,5.03,5.34,5.61,5.93,6.49,6.44,6.8,7.33,7.66,7.68,8.05,8.48,8.77,9.13,9.54,10.08,10.55,10.86,11.25,11.7,12.05,,,,,,,,,,,,,,,,,,,,,,1083.0,1053.0,1064.0,1046.0,1029.0,1265.0,1329.0,1404.0,1450.0,1625.0,1687.0,1691.0,1772.0,2064.0,2307.0,2529.0,2780.0,3025.0,3394.0,3842.0,4448.0,4853.0,5237.0,5587.0,5878.0,6226.0,6829.0,6789.0,7183.0,7747.0,8105.0,8108.0,8465.0,8867.0,9125.0,9468.0,9875.0,10412.0,10896.0,11228.0,11670.0,12162.0,12552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,,,,,3518.0,10298.192,84.70272,869.47338,2.44471,100.0,1.05
PRY,,,,,,,,,,,,,4.61,,,,,,,,,,1.79,,,,,,1.76,,,12.84,13.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2426.0,,,,,,,,,,1054.0,,,,,,1129.0,,,8585.0,9068.0,,,,,,,,,,,,,,,,,,,,,756.0,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,649.0,685.0,,950.1,6618.695,7.17869,51.34914,0.07807,78.0,
QAT,,,,,,,,,,,,,,,,8.36,5.0,,,,,,,,7.49,,8.29,,6.31,6.22,,,,7.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.0,486.0,,,,,,,,1662.0,,2155.0,,1741.0,1741.0,,,,2201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.0,,,,824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,,,,116.0,2737.0,2760.385,83.07301,228.69999,0.37075,,
ROU,2.93,2.82,2.83,2.77,2.6,2.67,2.65,2.36,2.41,3.21,3.61,3.75,3.84,4.18,4.43,4.82,5.03,5.56,5.72,6.05,6.34,6.57,6.84,7.1,7.44,7.74,8.23,7.87,8.3,8.8,9.63,10.51,11.4,,,,,,,,,,,,,,,,,,,,,,7029.0,7509.0,7285.0,7260.0,7268.0,7340.0,7356.0,7212.0,7216.0,7116.0,6717.0,6460.0,6491.0,6326.0,5914.0,6045.0,5974.0,5299.0,5367.0,7108.0,7964.0,8208.0,8351.0,9021.0,9481.0,10223.0,10588.0,11610.0,11855.0,12448.0,12959.0,13324.0,13779.0,14248.0,14846.0,15389.0,16285.0,15497.0,16262.0,17152.0,18668.0,20233.0,21855.0,,,,,,,,,,,,,,,,,,,,,4931.0,,,,,,,,,5440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907.0,19442.038,19.26615,376.11379,,90.0,1.24
RUS,,,2.68,2.72,2.76,2.58,2.65,2.69,2.73,2.73,2.97,2.96,2.96,2.93,2.92,2.88,2.9,2.88,2.88,2.85,2.88,2.91,2.93,2.89,2.84,2.81,2.85,2.82,2.82,2.81,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39971.0,40219.0,40876.0,38277.0,39257.0,39829.0,40256.0,40149.0,43518.0,43174.0,43195.0,42650.0,42431.0,41679.0,41778.0,41378.0,41476.0,41063.0,41481.0,41972.0,42240.0,41743.0,41113.0,40874.0,41475.0,41155.0,41274.0,41233.0,40823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704.0,145617.329,6.08002,892.12134,,,
RWA,,,,,,,,,,,,,,,,,,,0.06,0.07,,,,,,0.11,,,0.18,0.19,0.16,0.21,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,72.0,,,,,,127.0,,,228.0,242.0,212.0,286.0,274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,60.0,,,,,,,,,,,,,,,145.7,13146.362,0.28371,3.51118,,85.0,
SAU,,,,,,,,,,,,0.93,,,,,,,2.98,3.03,3.64,3.82,3.7,4.46,4.41,4.5,4.54,5.1,5.52,6.17,6.33,7.26,7.43,7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581.0,,,,,,,6942.0,7325.0,9160.0,9965.0,10002.0,12495.0,12785.0,13502.0,13935.0,15694.0,16752.0,18813.0,19622.0,22739.0,23897.0,25970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2975.0,,,,,,2790.0,35997.107,36.72809,1251.76663,0.86814,,
SDN,,,,,,,,,,,,,,,0.23,,0.3,0.23,0.23,,,,,,,2.03,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.0,,944.0,755.0,772.0,,,,,,,8116.0,,,,,11697.0,,,,,,,,,,,,,,,,,,,,,,,,,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,204.5,44440.486,1.07033,46.26189,,,
SEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,,,,,,,,,,,,,,,0.06,,,,0.09,,,,,0.04,,,0.08,0.08,,0.13,0.08,0.1,0.13,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,105.0,,,,,54.0,,,121.0,121.0,,219.0,134.0,176.0,223.0,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,28.0,64.0,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,57.0,,,21.0,13.0,94.0,15.0,,144.8,16436.12,0.26508,4.44441,0.03805,50.0,
SGP,,,,,,,,,,2.38,,2.64,,2.88,2.94,2.99,3.0,2.95,2.94,2.94,3.09,2.85,2.97,3.35,,,3.94,,4.19,,4.42,4.48,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942.0,,1087.0,,1190.0,1227.0,1277.0,1323.0,1354.0,1414.0,1463.0,1568.0,1478.0,1572.0,1804.0,,,2198.0,,2363.0,,2482.0,2484.0,2605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0,316.0,345.0,,,,,389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102.0,5909.869,204.65699,1160.40513,,100.0,
SLB,,,,,,,,,,0.6,,,,,,1.08,,,,,,0.65,0.38,0.45,,,0.44,,,0.69,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,52.0,,,,,,36.0,22.0,27.0,,,29.0,,,50.0,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,3.0,,,,3.0,131.1,691.191,3.26386,2.09213,0.04479,,
SLE,,,,,,,,,,,,,,,0.01,,,,0.01,,0.01,,,,,,0.07,,0.02,0.01,0.02,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,6.0,,6.0,,,,,,53.0,,15.0,7.0,15.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,140.0,66.0,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,25.0,530.0,,13.0,,157.0,8233.97,0.17535,1.3567,,25.0,
SLV,,,,,,,,,,5.01,,,5.79,,,7.09,,,7.74,,,,,,,,1.46,,8.98,,,8.55,1.55,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2962.0,,,3465.0,,,4255.0,,,4669.0,,,,,,,,908.0,,5586.0,,,5346.0,976.0,990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.7,6292.731,9.37496,62.84973,,100.0,
