IndicatorCode,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0010,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0011,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0012,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,HWF_0013,ORALHEALTH_DENOMINATOR_CHEPPP,ORALHEALTH_DENOMINATOR_TTLPOP,ORALHEALTH_DENTALHEALTHCARE_EXP_PERCAP,ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,ORALHEALTH_HWF_DENTALPROSTHETICTECH_10K,ORALHEALTH_UHC_GOVSCHEME,PRISON_B9_1_DENTISTS_RATIO
SMR,,,,,,,,,,,,,,,,,,,,,,,,,6.53,,,,17.39,,,,7.33,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,60.0,,,,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,4057.0,34.007,222.23946,7.52592,5.90598,100.0,
SOM,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16537.016,0.1711,2.56783,,41.0,
SRB,,,,,,,,,,,,,,4.63,4.73,4.46,3.5,3.5,3.46,3.43,3.42,3.46,3.36,3.29,3.2,3.11,2.79,2.73,2.75,,2.4,2.45,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3516.0,3578.0,3360.0,2628.0,2619.0,2582.0,2547.0,2530.0,2550.0,2458.0,2395.0,2310.0,2229.0,1987.0,1932.0,1930.0,,1659.0,1675.0,1679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.0,,,,,,,,,1686.0,7358.005,15.79079,109.98287,0.91539,85.0,
SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.02,0.03,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,20.0,28.0,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,96.0,128.0,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,62.99,10606.227,0.08579,1.14769,0.00181,44.0,
STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,226.8,218.641,0.61301,0.13609,,,
SUR,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,0.67,0.55,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,40.0,33.0,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,67.0,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1680.0,607.065,15.90463,9.51097,,,
SVK,,,,,,,,,,,4.43,4.41,4.35,4.35,4.35,5.43,5.05,5.32,5.1,4.89,4.94,4.85,4.93,4.78,4.88,4.88,4.98,5.01,5.11,5.23,5.29,5.28,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2384.0,2371.0,2340.0,2338.0,2338.0,2919.0,2714.0,2862.0,2745.0,2633.0,2663.0,2618.0,2665.0,2586.0,2642.0,2647.0,2701.0,2723.0,2779.0,2852.0,2887.0,2875.0,2972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.0,,,,,,,,,528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.0,,,,,,,,,638.0,,2267.0,5456.681,56.54857,308.24627,,100.0,0.76
SVN,5.64,5.27,5.28,4.86,5.31,6.36,5.68,5.87,5.91,5.86,5.83,5.92,6.02,6.04,5.98,6.0,6.0,6.13,6.01,6.07,6.16,6.25,6.31,6.5,6.63,6.76,6.89,7.06,7.21,7.27,7.47,7.46,7.43,,,,,,,,,,,,,,,,,,,,,,865.0,,,,,1025.0,1064.0,1091.0,1110.0,1137.0,1127.0,1054.0,1053.0,967.0,1055.0,1264.0,1128.0,1165.0,1171.0,1160.0,1159.0,1178.0,1199.0,1203.0,1193.0,1198.0,1202.0,1234.0,1216.0,1236.0,1259.0,1280.0,1296.0,1337.0,1365.0,1392.0,1421.0,1455.0,1492.0,1514.0,1570.0,1577.0,1571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.0,,,,,,,3629.0,2117.641,58.72534,121.50272,3.54556,,0.0
SWE,14.32,14.43,14.55,14.69,14.84,8.65,8.42,8.17,8.19,8.17,8.07,8.11,8.17,8.14,8.27,8.22,8.3,8.29,8.14,8.08,8.11,8.18,8.2,8.17,8.15,8.16,8.14,8.13,8.07,7.78,7.71,7.74,,,,,,,,,,,,,,,,,,,,,,,9185.0,9708.0,10155.0,10611.0,10653.0,11006.0,11296.0,11589.0,11832.0,12078.0,12253.0,12435.0,12608.0,12802.0,13025.0,7632.0,7444.0,7228.0,7247.0,7237.0,7159.0,7218.0,7293.0,7296.0,7436.0,7424.0,7532.0,7579.0,7509.0,7515.0,7602.0,7728.0,7810.0,7839.0,7898.0,8000.0,8082.0,8177.0,8213.0,8001.0,7981.0,8066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6223.0,10368.969,327.04434,3375.75171,,100.0,
SWZ,,,,,,,,,,,0.03,,,,0.16,,,,,0.12,,0.41,,,,,,,0.12,0.12,0.18,,0.28,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,17.0,,,,,13.0,,46.0,,,,,,,14.0,14.0,22.0,,34.0,35.0,,,,,,,,,,,,,,,,,,17.0,,,,12.0,,,,,30.0,,,,,,,,,,19.0,28.0,,13.0,8.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,16.0,,,,,,,,,,3.0,,,,3.0,610.5,1180.655,12.17734,13.83577,0.02613,70.0,
SYC,,,,,,,,,,,,,,,1.47,1.12,1.66,1.75,1.3,1.71,2.0,1.86,1.41,,,,3.1,,,3.57,,,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,10.0,15.0,16.0,12.0,16.0,19.0,18.0,14.0,,,,34.0,,,42.0,,,44.0,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,37.0,,,,90.0,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,14.0,,,,7.0,1469.0,105.53,13.61461,1.307,1.43236,,
SYR,,,,,,,,6.33,6.62,6.59,6.71,,8.36,8.34,8.35,8.36,,7.08,7.47,7.19,7.11,,,,8.18,,6.53,8.45,8.72,9.18,8.82,10.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9764.0,10473.0,10694.0,11160.0,,14610.0,14917.0,15312.0,15725.0,,14791.0,16169.0,15799.0,15984.0,,,,16585.0,,12532.0,16238.0,17066.0,18679.0,18568.0,22110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20772.595,1.65675,28.00947,,99.0,
TCD,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,0.0,,,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,3.0,,,19.0,21.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,4.0,11.0,19.0,69.4,16644.701,0.26487,3.39088,,,
TGO,,,,,,,,,,,,,,,0.03,,,0.02,0.02,,0.1,,,,,0.02,,0.07,0.03,,,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,15.0,15.0,,66.0,,,,,18.0,,57.0,21.0,,,13.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,25.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,4.0,4.0,,,,,,,,2.0,6.0,4.0,2.0,2.0,2.0,19.0,2.0,125.6,8442.58,0.20379,1.67003,0.00247,,
THA,,0.43,,0.49,,0.49,,0.56,0.64,0.65,,0.68,0.7,,0.63,,1.32,1.39,1.43,1.46,1.73,,,,,,1.58,1.63,1.08,1.13,1.06,1.13,,,,,,,,,,,,,,531.0,,596.0,,652.0,,815.0,,978.0,,1057.0,,1247.0,,1451.0,,1468.0,,2107.0,,2408.0,,2786.0,,2920.0,,3414.0,3917.0,4026.0,,4317.0,4471.0,,4129.0,,8809.0,9337.0,9646.0,9926.0,11847.0,,,,,,11158.0,11575.0,7720.0,8043.0,7561.0,8094.0,,,,,,,,,,,,,,,,,,,,,,,,,,3693.0,3279.0,3501.0,4250.0,5375.0,,,,,6981.0,16654.0,,17676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,731.3,71475.664,2.82206,191.65435,0.49019,80.0,
TJK,1.47,1.38,1.55,1.64,1.59,1.61,1.58,1.55,1.84,1.44,1.47,1.44,1.46,1.4,1.43,1.43,1.4,1.44,1.46,1.51,1.58,1.53,1.49,1.47,1.44,1.56,1.53,1.69,1.65,1.6,1.69,1.65,1.57,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,539.0,608.0,658.0,721.0,778.0,792.0,766.0,875.0,936.0,926.0,956.0,959.0,953.0,1136.0,895.0,922.0,925.0,955.0,931.0,971.0,991.0,989.0,1035.0,1068.0,1128.0,1210.0,1195.0,1191.0,1206.0,1217.0,1349.0,1352.0,1531.0,1535.0,1521.0,1643.0,1640.0,1595.0,1553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.8,9543.207,3.29475,30.61484,,80.0,
TKM,,,,,,,,,1.79,1.77,2.37,2.25,2.09,2.02,1.56,1.5,1.37,1.34,1.3,1.29,1.05,1.06,1.06,1.03,1.04,1.03,1.07,1.13,1.16,1.19,1.23,1.24,1.24,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.0,797.0,1087.0,1051.0,996.0,983.0,772.0,757.0,703.0,701.0,696.0,702.0,586.0,604.0,614.0,610.0,631.0,642.0,678.0,738.0,775.0,809.0,855.0,880.0,894.0,910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064.0,6250.438,22.56645,134.76685,,,
TLS,,,,,,,,,,,,0.01,0.02,,0.02,,,,0.02,0.06,0.07,0.06,,0.06,,,0.08,,0.06,0.08,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,2.0,,,,2.0,6.0,7.0,7.0,,7.0,,,10.0,,8.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,28.0,29.0,34.0,37.0,38.0,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,1.0,,,,,,,,43.0,35.0,,,,220.3,1299.995,0.55146,0.71635,0.33253,100.0,
TON,,,,,,,,,,,,3.2,,2.2,,,,,,1.03,0.93,,,1.12,,,,,,1.61,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,23.0,,,,,,11.0,10.0,,,12.0,,,,,,17.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,27.0,,,,,,2.0,3.0,,,,332.1,105.254,16.61634,1.66163,0.19139,,
TTO,,,,,,1.04,1.08,1.23,1.44,1.44,1.5,1.65,1.65,1.86,,,2.09,2.15,,2.26,2.47,2.46,,,,3.42,,3.42,3.21,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,141.0,160.0,189.0,189.0,198.0,218.0,220.0,249.0,,,284.0,294.0,,312.0,343.0,343.0,,,,489.0,,494.0,472.0,444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1835.0,1518.147,53.39716,73.74148,,95.0,
TUN,0.97,0.95,1.12,1.13,1.12,1.13,1.19,1.27,1.34,1.35,1.35,1.4,1.4,,2.07,1.8,1.8,,,,2.91,,,,,3.06,3.0,,,,,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.0,811.0,969.0,1004.0,1008.0,1038.0,1108.0,1200.0,1276.0,1301.0,1315.0,1380.0,1394.0,,2100.0,1850.0,1858.0,,,,3130.0,,,,,3494.0,3458.0,,,,,4436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.0,,,,,,,,,,,,,,,,,,,,789.1,12161.723,5.16588,60.8696,,72.0,
TUR,1.88,1.86,1.85,1.88,1.91,1.89,1.96,1.99,2.06,2.16,2.43,2.43,2.44,2.62,2.61,2.62,2.62,2.73,2.79,2.84,2.92,2.84,2.85,2.92,2.95,3.1,3.27,3.36,3.63,3.86,4.05,4.6,4.87,,,,,,,,,,,,3245.0,3517.0,3789.0,4279.0,4269.0,5046.0,5379.0,5954.0,6826.0,7021.0,7077.0,7186.0,7525.0,7763.0,8133.0,8305.0,8410.0,8589.0,9639.0,10132.0,10514.0,10623.0,10703.0,11069.0,11457.0,11532.0,12155.0,12484.0,13124.0,13975.0,15906.0,16075.0,16371.0,17744.0,17893.0,18149.0,18332.0,19278.0,19959.0,20589.0,21432.0,21099.0,21404.0,22295.0,22996.0,24834.0,26674.0,27889.0,30615.0,32925.0,34830.0,39851.0,42359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4031.0,,5410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1461.0,,3530.0,,,1187.0,84135.428,9.99626,829.91977,,,
TUV,,,,,,,,,,,,,2.08,2.06,,,,,1.94,,,,,,4.55,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,2.0,,,,,,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,1071.0,11.069,6.81,0.1,,100.0,
TZA,,,,,,,,,,,,,0.04,,,,0.01,,,,,,0.02,,0.02,,,,0.12,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,,,,43.0,,,,,,99.0,,104.0,,,,682.0,,,,755.0,,,,,,,,,,,,,,,,,,,,,99.0,,,,175.0,,,,,,366.0,,933.0,,,,768.0,,,,582.0,,,,,,,,,,,,,,,,,,,,21.0,,,,12.0,,,,,,44.0,,,,,,89.0,,,,,,99.35,61704.518,0.0024,0.13506,0.01534,,
UGA,,,,,,,,,,,,,,,0.04,0.04,,,,,,,,,,0.07,,,0.01,0.07,0.06,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,98.0,,,,,,,,,,276.0,,,26.0,310.0,255.0,,504.0,,,,,,,,,,,,,,,,,,,,,,,228.0,,,,,,,,,,,,,,,900.0,,,1084.0,,,,,,,,,,,,,,,,,,,,,,18.0,342.0,,,,,,,,,,,,,,30.0,,,,,92.38,44404.611,0.31088,12.38031,0.00678,,
UKR,,,,,,,,,,,4.51,4.48,4.5,4.52,4.52,4.56,4.53,4.54,4.54,6.37,6.49,6.53,6.64,6.71,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22372.0,21993.0,21903.0,21829.0,21693.0,21709.0,21432.0,21351.0,21250.0,29693.0,30147.0,30255.0,30688.0,30934.0,26954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.2,43909.666,1.40783,58.94451,,100.0,1.38
URY,,,,,,,,,,,,,12.0,,,,,,7.5,,,,,,,,12.36,14.71,,,,2.26,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3936.0,,,,,,2476.0,,,,,,,,4175.0,4983.0,,,,766.0,845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561.0,,,,,175.0,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,2310.0,3429.086,30.55593,107.52632,,95.0,
USA,,,,,,,,,,,4.77,5.75,5.77,5.78,5.8,5.8,5.78,5.83,5.85,5.89,5.89,5.93,5.96,5.98,5.95,6.0,5.97,5.98,5.95,5.96,5.96,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134245.0,163400.0,165700.0,167500.0,169800.0,171600.0,172600.0,176100.0,178400.0,181400.0,183200.0,186100.0,188900.0,191400.0,192300.0,195800.0,196500.0,198500.0,199500.0,201387.0,202241.0,204013.0,205048.0,,,,,,,,,,,,,,,,,,,329418.0,,,,,454582.0,,,,,495175.0,,,,,,,,,546830.0,517250.0,509954.0,542534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10921.0,335942.003,405.45735,133505.7519,,15.0,
UZB,,,,,,,,2.46,2.43,2.21,2.06,2.11,2.11,2.09,2.02,1.97,1.8,1.75,1.64,1.6,1.65,1.69,1.61,1.6,1.5,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,2195.0,,,,,3213.0,4694.0,5077.0,5313.0,,,,,,,,,5852.0,5852.0,5406.0,5109.0,5283.0,5365.0,5368.0,5254.0,5194.0,4805.0,4748.0,4513.0,4468.0,4693.0,4861.0,4719.0,4749.0,4520.0,,,,,,3679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.0,33526.656,6.61058,218.321,,,
VCT,,,,,,,,0.53,,,0.44,1.85,,,1.15,,,,,,,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,5.0,21.0,,,13.0,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.3,104.632,23.28882,2.56177,,,
VEN,,,,,,,,,,,,5.48,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13680.0,,,,,,,,,,,,,,,,4116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.5,28490.453,17.93469,493.74201,,,
VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.9,96648.685,0.59649,56.96081,,,
VUT,,,,,,,,,,,,,,,,,,,0.13,,,,0.68,,,,,,0.28,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,17.0,,,,,,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.6,311.685,0.51086,0.14917,,,
WPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,,,,,,,,,,,,,,0.54,,,,,0.89,,2.33,,,0.61,,,1.43,,,1.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,17.0,,45.0,,,12.0,,,29.0,,,21.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,2.0,2.0,,,,433.2,214.929,5.16324,1.03781,0.10147,,
YEM,,,,,,,,0.14,,,,,,,0.22,,,,,,0.21,,,,0.18,,,,,,0.18,0.17,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,478.0,,,,,,573.0,,,,543.0,,,,,,663.0,648.0,743.0,,,,,,,,,,,,,,,,,,,,,,,372.0,,,,,,324.0,,,,,,,,,,387.0,394.0,384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32284.046,0.31109,9.84537,,,
ZAF,,,,,,,,,,,,,,,1.14,,,,,,1.01,1.02,1.03,1.06,1.05,1.06,1.08,1.1,1.1,1.07,,1.07,0.22,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5577.0,,,,,,5296.0,5387.0,5554.0,5770.0,5817.0,5985.0,6158.0,6314.0,6433.0,6365.0,,6586.0,1348.0,1170.0,,,,,,,,,,,,,,,,,,,,,,417.0,,,,,,3516.0,3792.0,4104.0,4625.0,4687.0,4785.0,5484.0,6948.0,,,,6165.0,1550.0,1220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3330.0,,,,,54.0,,1187.0,58801.927,38.86398,2286.09563,0.56866,85.0,
ZMB,,,,,,,,,,,,,,,0.24,,,,,0.18,0.18,,,,,,0.18,,0.09,0.1,0.11,0.14,0.15,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0,,,,,241.0,246.0,,,,,,312.0,,160.0,180.0,205.0,269.0,306.0,283.0,,,,,,,,,,,,,,,,,,,,,,193.0,,,,,,,262.0,282.0,,,,,,353.0,390.0,453.0,499.0,743.0,774.0,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,38.0,42.0,,,,,,,,,,23.0,19.0,192.5,18927.715,0.04248,0.77832,0.13325,86.0,
ZWE,0.13,,,,,0.14,,,,,,,,,,,,0.15,0.14,0.14,,0.19,0.17,0.17,0.08,0.05,0.09,0.07,0.07,0.31,0.3,0.3,0.13,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,131.0,,,,,152.0,,,,,,,,,,,,192.0,181.0,182.0,,255.0,233.0,236.0,107.0,66.0,136.0,109.0,104.0,469.0,468.0,477.0,201.0,492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,,,,171.0,261.0,157.0,276.0,508.0,195.0,193.0,201.0,206.0,198.0,,14.0,,,,,22.0,,,,,33.0,,,,,,,,,,,,,,,6.0,,,,,,,,14.0,31.0,29.0,25.0,,25.0,208.4,15669.666,3.93994,58.72479,0.01707,,
